time,BTC,ETH,XRP,BNB,SOL,HYPE,SUI,ADA,STETH,TRX,DOGE,XLM,LINK,TON,WBTC,compound
2024-12-13,101429.78,3907.67,2.423,725.83,224.84,0.0,4.763,1.121,3903.37,0.2906,0.4091,0.4378,29.0,6.324,101135.63,0.8361482995064311
2024-12-14,101402.95,3869.58,2.4,715.8,219.87,0.0,4.459,1.061,3863.39,0.2823,0.3982,0.4242,29.12,6.239,101058.18,0.913304503369914
2024-12-15,104424.54,3957.8,2.446,718.55,224.23,0.0,4.783,1.099,3953.84,0.2854,0.4064,0.4302,29.25,6.392,103975.51,0.941250005554147
2024-12-16,106089.2,3987.5,2.485,720.77,216.25,0.0,4.629,1.078,3981.52,0.2965,0.402,0.4189,28.75,6.064,105792.15,0.8903876978378241
2024-12-17,106140.14,3893.55,2.567,717.61,223.18,25.66,4.642,1.052,3889.66,0.2795,0.3942,0.4288,27.85,5.814,105800.49,0.8818707639336437
2024-12-18,100147.26,3624.67,2.309,686.11,206.45,23.26,4.333,0.9682,3620.32,0.2581,0.3581,0.3958,24.85,5.443,99946.97,0.8390898512644058
2024-12-19,97381.1,3414.47,2.237,665.02,193.67,24.87,4.072,0.8801,3411.06,0.2511,0.314,0.3694,22.79,5.205,97235.03,0.770949864716189
2024-12-20,97769.49,3470.82,2.279,678.32,194.46,29.74,4.58,0.9496,3465.96,0.2486,0.3177,0.3751,23.38,5.45,97544.62,0.818258742092771
2024-12-21,97223.39,3337.38,2.236,663.06,181.28,32.1,4.36,0.9046,3332.71,0.2446,0.3202,0.3559,22.11,5.304,96970.61,0.9147295741162776
2024-12-22,95098.66,3278.9,2.201,649.33,180.34,28.47,4.322,0.8825,3273.98,0.2443,0.3123,0.3561,22.06,5.391,94889.44,0.8458011954253206
2024-12-23,94771.64,3418.24,2.259,693.35,189.91,28.54,4.711,0.9253,3412.09,0.2525,0.3245,0.3707,24.51,5.59,94572.62,0.8749496572598492
2024-12-24,98606.93,3491.08,2.322,696.46,196.96,29.78,4.603,0.9353,3486.89,0.2564,0.3369,0.4022,25.41,5.8,98311.11,0.8434175288037579
2024-12-25,99356.06,3494.17,2.296,702.45,197.33,26.56,4.496,0.9169,3480.89,0.2579,0.3341,0.3826,24.42,5.94,99087.8,0.8200612596155231
2024-12-26,95680.19,3331.04,2.154,688.61,188.24,27.19,4.197,0.8602,3328.38,0.2537,0.3124,0.3543,22.65,5.726,95479.26,0.7914415634035796
2024-12-27,94170.09,3328.67,2.143,690.83,183.94,27.07,4.077,0.8758,3325.67,0.2591,0.3114,0.3492,21.53,5.73,94075.92,0.7492420249195888
2024-12-28,95140.15,3397.86,2.181,720.88,195.15,29.24,4.206,0.8881,3395.82,0.2583,0.3238,0.3556,21.95,5.817,95035.5,0.7526681063168301
2024-12-29,93564.85,3350.43,2.091,693.5,189.61,27.46,4.085,0.8574,3348.75,0.2575,0.3137,0.3376,20.91,5.635,93499.35,0.7121206004962782
2024-12-30,92646.21,3356.45,2.055,704.11,191.04,26.97,4.175,0.86,3353.43,0.2534,0.3134,0.3314,20.55,5.575,92562.83,0.7266434417852702
2024-12-31,93391.98,3331.15,2.08,700.91,188.87,24.0,4.115,0.8435,3329.48,0.2546,0.3154,0.332,19.97,5.495,93214.54,0.7251315363128134
2025-01-01,94392.51,3353.28,2.328,706.43,193.85,26.32,4.274,0.9204,3351.27,0.2556,0.3244,0.4246,21.69,5.533,94269.8,0.7141841339694929
2025-01-02,96900.96,3452.59,2.401,705.63,208.06,23.19,4.348,0.9604,3450.52,0.2651,0.3386,0.4316,22.04,5.644,96649.02,0.669805950867413
2025-01-03,98135.8,3607.83,2.453,714.53,217.89,24.45,4.983,1.089,3605.3,0.27,0.3797,0.448,23.47,5.8,97880.65,0.6419673843389964
2025-01-04,98213.69,3656.45,2.419,713.33,216.65,25.01,5.29,1.07,3654.26,0.2695,0.3948,0.4504,23.59,5.721,97997.62,0.6807369456302842
2025-01-05,98346.97,3635.29,2.399,709.18,213.36,24.39,5.243,1.091,3632.38,0.2625,0.3822,0.4406,23.58,5.728,98110.94,0.7067828050115033
2025-01-06,102282.2,3688.83,2.421,729.89,218.36,25.21,5.092,1.094,3686.25,0.2682,0.388,0.4468,23.85,5.711,101965.13,0.6589050427715757
2025-01-07,96942.47,3380.43,2.271,697.99,202.14,23.49,4.786,0.9892,3378.4,0.2525,0.348,0.4178,21.39,5.325,96826.14,0.6648716580430369
2025-01-08,95051.06,3326.54,2.373,695.87,197.45,22.55,4.897,0.9468,3325.21,0.2503,0.3422,0.4253,20.44,5.315,94946.5,0.7034410142116264
2025-01-09,92548.12,3219.05,2.273,685.41,184.99,20.27,4.75,0.9045,3217.44,0.24,0.321,0.3914,19.64,5.186,92474.08,0.6209707501555578
2025-01-10,94710.29,3266.41,2.341,692.81,187.62,20.66,5.121,0.9303,3265.76,0.2443,0.3338,0.4143,20.25,5.381,94577.7,0.6491387597745546
2025-01-11,94569.95,3281.96,2.576,696.51,188.02,20.87,4.967,0.9948,3280.65,0.2409,0.341,0.4457,20.21,5.394,94437.55,0.6170075718272623
2025-01-12,94505.67,3266.23,2.503,693.1,188.42,21.13,4.731,0.9672,3264.92,0.2336,0.3358,0.4221,19.83,5.304,94373.36,0.6465375052569202
2025-01-13,94517.66,3136.46,2.523,688.37,182.75,21.63,4.746,0.9441,3133.95,0.2227,0.338,0.4196,19.36,5.297,94356.98,0.6093745474297944
2025-01-14,96526.87,3224.35,2.668,698.76,187.5,23.0,4.584,0.9968,3221.13,0.2208,0.3558,0.4301,20.31,5.363,96333.82,0.5201304423965685
2025-01-15,100510.84,3451.52,3.143,714.73,205.9,24.37,4.835,1.076,3449.1,0.2379,0.3853,0.4882,22.09,5.52,100239.46,0.43975332050241034
2025-01-16,99979.43,3307.52,3.243,708.05,211.09,23.47,4.749,1.089,3305.54,0.2371,0.3765,0.4819,23.02,5.474,99719.48,0.44315756783547944
2025-01-17,104111.13,3475.27,3.294,721.91,219.57,23.1,4.839,1.134,3471.79,0.2487,0.4155,0.4879,25.1,5.59,103788.39,0.45714369292155355
2025-01-18,104431.52,3304.42,3.266,708.78,261.87,21.94,5.0,1.103,3299.79,0.2423,0.396,0.4901,24.08,5.286,104139.11,0.4129278616663331
2025-01-19,101212.56,3210.82,2.955,682.38,252.19,20.36,4.503,0.9919,3204.08,0.2287,0.358,0.4328,24.31,4.853,101080.98,0.4458574846052018
2025-01-20,102148.74,3280.4,3.102,681.64,241.72,20.51,4.413,1.008,3273.18,0.2382,0.3542,0.4466,25.05,5.023,101995.52,0.3637814814917538
2025-01-21,106155.61,3327.64,3.175,692.24,250.36,23.2,4.66,1.006,3319.99,0.2447,0.372,0.4424,26.68,5.191,105900.84,0.361477491559388
2025-01-22,103669.08,3241.51,3.178,695.2,257.31,24.31,4.468,0.9821,3236.0,0.2536,0.3625,0.4284,25.27,5.284,103596.51,0.3019266815712651
2025-01-23,103933.88,3338.7,3.12,690.02,253.13,21.96,4.305,0.9865,3334.03,0.2526,0.3522,0.431,25.67,5.127,103861.13,0.27033487618115715
2025-01-24,104854.78,3309.74,3.101,680.4,253.37,23.05,4.202,0.9715,3304.44,0.2543,0.3508,0.4309,25.19,5.058,104728.95,0.27370480974697786
2025-01-25,104733.15,3318.45,3.107,686.32,256.33,23.16,4.129,0.9764,3314.47,0.2534,0.3535,0.417,24.92,5.07,104502.74,0.23168414148278024
2025-01-26,102576.93,3231.79,3.022,667.06,240.45,22.16,3.87,0.9528,3227.27,0.2462,0.3359,0.4063,24.86,4.937,102484.61,0.21345636427128897
2025-01-27,102065.72,3181.65,3.055,679.55,234.9,23.35,3.963,0.9343,3177.83,0.2465,0.3339,0.4074,24.2,5.004,101973.86,0.264771004732011
2025-01-28,101284.47,3075.83,3.056,660.88,226.94,22.26,3.651,0.9164,3073.37,0.2399,0.3185,0.3926,22.61,4.787,101102.16,0.23692641125585356
2025-01-29,103742.97,3114.1,3.068,667.9,228.13,23.73,3.699,0.9399,3111.92,0.2402,0.324,0.3929,23.66,4.827,103462.86,0.27971101685911065
2025-01-30,104739.58,3247.4,3.128,677.56,238.36,27.23,4.121,0.9596,3245.45,0.2519,0.3315,0.4287,24.46,4.826,104456.78,0.22422567412622973
2025-01-31,102412.41,3300.04,3.035,677.36,231.71,26.94,4.087,0.9423,3297.4,0.2537,0.3289,0.4139,25.15,4.826,102391.93,0.2517158830219939
2025-02-01,100619.87,3116.61,2.878,652.92,212.95,23.21,3.734,0.8946,3114.43,0.2443,0.3078,0.392,22.97,4.612,100619.87,0.3247943140548889
2025-02-02,97665.06,2869.16,2.58,617.44,203.43,22.35,3.307,0.8043,2866.86,0.2255,0.268,0.3537,20.46,4.088,97665.06,0.20221208904852445
2025-02-03,101451.28,2883.08,2.704,617.94,216.48,25.21,3.654,0.8129,2874.72,0.2287,0.2852,0.3709,21.67,4.076,101451.28,0.16336732627500059
2025-02-04,97794.88,2732.09,2.528,572.78,206.7,25.12,3.596,0.744,2726.08,0.2245,0.2636,0.3409,19.99,3.792,97726.42,0.1932209326340276
2025-02-05,96633.71,2788.52,2.381,569.56,196.11,24.75,3.331,0.7324,2785.17,0.2226,0.2561,0.3272,19.2,3.782,96614.38,0.18406866333187796
2025-02-06,96564.27,2686.96,2.326,572.05,189.57,23.88,3.137,0.7053,2685.35,0.2316,0.2479,0.3183,18.59,3.738,96564.27,0.2036259570004434
2025-02-07,96532.73,2622.67,2.398,577.94,192.09,22.87,3.015,0.7076,2619.79,0.23,0.2466,0.3269,18.39,3.714,96494.12,0.17442669766465238
2025-02-08,96475.59,2632.76,2.42,612.64,199.49,23.43,3.063,0.7008,2630.65,0.2313,0.253,0.3316,18.45,3.744,96340.52,0.17975618703829738
2025-02-09,96485.6,2627.84,2.394,616.06,200.52,22.99,2.995,0.6819,2626.0,0.2321,0.249,0.3141,18.27,3.839,96340.87,0.17297232526869338
2025-02-10,97458.59,2661.94,2.424,618.67,200.53,23.37,3.216,0.7121,2660.34,0.2462,0.2554,0.3132,18.8,3.83,97448.84,0.23236142835168377
2025-02-11,95781.05,2602.22,2.413,642.12,197.95,23.56,3.326,0.7782,2601.18,0.2411,0.2531,0.3181,18.65,3.746,95714.0,0.24608247051674442
2025-02-12,97874.61,2738.57,2.474,696.97,196.79,25.83,3.583,0.7999,2737.75,0.2433,0.2642,0.3332,19.2,3.834,97639.71,0.2639626036205045
2025-02-13,96632.78,2676.25,2.56,664.93,194.3,26.28,3.468,0.8107,2675.71,0.2342,0.2625,0.337,18.55,3.734,96613.45,0.24436875531438115
2025-02-14,97508.71,2726.02,2.739,659.84,199.46,26.24,3.553,0.8,2725.75,0.2314,0.2718,0.3506,19.38,3.848,97401.45,0.22098844411075647
2025-02-15,97596.21,2693.56,2.762,662.39,194.52,25.7,3.419,0.7811,2693.02,0.2375,0.2717,0.3489,19.0,3.826,97449.82,0.20036053471977544
2025-02-16,96132.69,2661.59,2.729,673.22,188.32,26.82,3.27,0.7714,2661.06,0.2424,0.2656,0.3426,18.7,3.782,96075.01,0.22108314183869027
2025-02-17,95790.31,2744.13,2.66,667.56,177.52,25.4,3.217,0.809,2743.86,0.2388,0.2582,0.334,19.11,3.763,95675.36,0.20103391779767713
2025-02-18,95630.67,2670.43,2.561,647.9,169.23,24.05,3.063,0.7536,2670.16,0.2392,0.2512,0.3234,17.85,3.686,95439.41,0.21652266064249776
2025-02-19,96640.99,2715.47,2.738,653.68,168.9,24.06,3.218,0.7738,2715.2,0.2424,0.2548,0.3418,17.98,3.58,96525.02,0.3212927005747697
2025-02-20,98345.66,2738.98,2.689,656.65,176.07,24.52,3.452,0.8038,2738.16,0.2464,0.2548,0.3446,18.29,3.611,98148.97,0.36584893574635435
2025-02-21,96150.27,2661.6,2.571,647.28,168.83,25.0,3.267,0.7617,2659.47,0.2379,0.2395,0.3259,17.41,3.587,96054.12,0.3505477591379623
2025-02-22,96580.46,2763.54,2.574,668.63,172.09,24.84,3.422,0.7737,2761.33,0.2393,0.2466,0.3343,17.76,3.779,96406.62,0.4116084552461595
2025-02-23,96274.12,2819.92,2.576,658.13,167.96,23.2,3.378,0.7696,2818.51,0.246,0.2429,0.333,17.61,3.771,96264.49,0.392204686595082
2025-02-24,91536.97,2513.65,2.277,614.12,141.83,19.92,2.829,0.6814,2511.89,0.24,0.2104,0.2978,15.25,3.433,91536.97,0.2912984598361893
2025-02-25,88609.26,2492.48,2.32,622.75,144.17,20.2,2.954,0.6825,2490.98,0.2308,0.2113,0.2952,15.29,3.562,88476.35,0.24189414429031905
2025-02-26,84128.38,2333.12,2.196,610.86,135.11,19.6,2.877,0.6463,2331.25,0.2273,0.2032,0.2861,15.23,3.503,84027.43,0.14935454823902627
2025-02-27,84657.34,2305.51,2.197,604.88,137.56,20.95,2.786,0.645,2303.9,0.2286,0.2067,0.2831,15.09,3.422,84538.82,0.13277887403696081
2025-02-28,84322.57,2236.53,2.145,587.81,148.11,19.94,2.83,0.6327,2233.62,0.2333,0.2017,0.2863,14.81,3.333,84196.09,0.13469979299643842
2025-03-01,86050.58,2216.72,2.191,607.6,143.61,19.62,2.818,0.659,2213.62,0.234,0.2067,0.3112,14.75,3.328,85878.48,0.21952165861020256
2025-03-02,94275.76,2518.51,2.94,624.01,178.75,20.53,3.194,1.136,2517.0,0.2441,0.2394,0.3511,17.42,3.53,94049.5,0.2368680272984107
2025-03-03,86158.95,2147.5,2.386,575.63,142.04,17.9,2.617,0.8571,2144.92,0.2312,0.199,0.2923,14.44,3.074,86055.56,0.22691300085796748
2025-03-04,87255.42,2171.13,2.454,583.83,144.79,17.11,2.526,0.9408,2169.83,0.2426,0.1991,0.2949,14.86,3.126,87063.46,0.26938327991714195
2025-03-05,90610.8,2241.7,2.5,598.3,146.32,17.18,2.633,0.9742,2240.58,0.2436,0.2048,0.2996,16.42,3.045,90474.88,0.15982651446674767
2025-03-06,89931.91,2202.6,2.6,596.43,143.3,15.39,2.736,0.9065,2201.5,0.2401,0.2015,0.2961,17.05,3.043,89734.06,0.17260724237217598
2025-03-07,86766.61,2140.93,2.384,594.44,139.34,15.14,2.581,0.8181,2139.86,0.2436,0.1983,0.2832,15.93,2.993,86671.17,0.21215050206652433
2025-03-08,86225.0,2203.24,2.325,593.14,136.95,15.11,2.481,0.8049,2202.14,0.2439,0.1922,0.2757,15.25,2.978,86130.15,0.13922118977753226
2025-03-09,80719.05,2020.01,2.138,554.54,126.47,14.42,2.288,0.721,2019.61,0.2321,0.168,0.263,13.8,2.658,80597.97,0.19740889193787872
2025-03-10,78561.62,1864.38,2.02,531.08,118.24,13.47,2.088,0.6705,1862.89,0.2291,0.1539,0.2418,12.65,2.544,78475.2,0.21533371231259943
2025-03-11,82919.47,1922.98,2.17,551.58,125.34,13.78,2.227,0.7238,1921.63,0.2244,0.1645,0.2553,13.13,2.673,82728.76,0.19556931661755936
2025-03-12,83665.14,1907.9,2.239,569.76,126.62,13.16,2.286,0.7357,1905.8,0.223,0.1724,0.2594,13.48,2.745,83514.54,0.2282084099228736
2025-03-13,81081.43,1863.87,2.252,579.57,123.32,12.32,2.162,0.7026,1862.38,0.2252,0.1651,0.2737,13.03,2.77,80927.38,0.3427430528130934
2025-03-14,83995.47,1911.53,2.356,587.88,133.56,13.78,2.325,0.7372,1910.38,0.2224,0.1719,0.2762,13.66,2.92,83827.48,0.35283636556601816
2025-03-15,84355.92,1937.46,2.391,619.85,135.9,14.38,2.353,0.7467,1936.49,0.2215,0.176,0.2746,14.02,3.586,84187.21,0.36624739488103497
2025-03-16,82572.37,1886.94,2.294,602.2,126.1,12.97,2.231,0.7048,1885.81,0.2121,0.1682,0.2627,13.37,3.451,82423.74,0.34427934990402276
2025-03-17,84025.12,1926.41,2.338,631.87,128.04,13.25,2.379,0.7177,1925.83,0.2206,0.1734,0.273,14.02,3.457,83831.86,0.3027871314307832
2025-03-18,82716.74,1931.53,2.285,627.99,125.32,14.17,2.285,0.7016,1930.76,0.2371,0.168,0.2734,13.91,3.571,82567.85,0.34530392225799544
2025-03-19,86878.5,2056.92,2.547,618.92,135.39,15.6,2.475,0.7439,2056.3,0.2309,0.1781,0.2907,15.02,3.665,86669.99,0.3034997309625521
2025-03-20,84178.31,1982.66,2.435,630.24,127.5,14.14,2.356,0.7175,1982.26,0.2338,0.1693,0.2813,14.22,3.703,84035.21,0.30807804282352175
2025-03-21,84060.48,1965.08,2.38,634.99,128.45,15.92,2.251,0.7047,1964.49,0.2336,0.1672,0.2769,13.95,3.585,83951.2,0.2851951704852659
2025-03-22,83837.39,1980.4,2.371,626.85,128.49,15.58,2.263,0.7012,1979.81,0.237,0.1674,0.274,14.25,3.671,83745.17,0.3101441617725855
2025-03-23,86091.67,2006.05,2.44,624.08,132.84,16.31,2.292,0.7104,2005.25,0.2299,0.1726,0.2832,14.47,3.681,85971.14,0.3278272670369329
2025-03-24,87520.48,2081.53,2.45,637.24,141.02,16.76,2.397,0.732,2080.49,0.2281,0.183,0.2907,15.13,3.666,87406.7,0.38070426424982784
2025-03-25,87439.7,2066.62,2.45,630.09,143.7,16.03,2.459,0.7448,2065.79,0.2272,0.1907,0.2938,15.44,3.598,87273.56,0.3562034443070905
2025-03-26,86923.95,2009.64,2.349,618.03,137.37,14.05,2.62,0.7289,2008.43,0.2314,0.1949,0.2855,15.25,3.683,86828.33,0.343709697542422
2025-03-27,87218.89,2003.3,2.34,637.4,138.41,14.6,2.78,0.7379,2002.3,0.2349,0.1904,0.2863,15.52,4.041,87105.51,0.29577151175330657
2025-03-28,84387.01,1896.15,2.206,619.49,129.43,13.4,2.504,0.7058,1895.39,0.2324,0.1801,0.2745,14.25,3.794,84294.18,0.274556848749501
2025-03-29,82625.65,1827.68,2.134,602.75,124.53,12.8,2.31,0.6729,1827.31,0.2318,0.1695,0.2672,13.55,3.703,82559.55,0.2944218734017436
2025-03-30,82379.51,1807.48,2.137,602.11,124.8,12.48,2.351,0.661,1806.94,0.2319,0.1665,0.2667,13.41,3.9,82305.37,0.3332713042340112
2025-03-31,82539.52,1822.14,2.089,604.68,124.55,13.0,2.266,0.6616,1821.41,0.2387,0.1666,0.2639,13.5,4.103,82473.49,0.2881630380251299
2025-04-01,85174.96,1905.23,2.139,611.13,126.69,13.32,2.408,0.6772,1904.47,0.2378,0.174,0.272,14.04,4.06,85089.79,0.3326433340304129
2025-04-02,82490.58,1794.63,2.023,590.3,117.39,11.76,2.307,0.6398,1793.55,0.234,0.1638,0.2581,12.9,3.834,82408.09,0.4014252269706605
2025-04-03,83158.8,1816.31,2.064,592.42,117.11,11.7,2.261,0.6504,1815.4,0.2382,0.1622,0.261,12.89,3.591,83075.64,0.4230969721318455
2025-04-04,83860.21,1816.25,2.129,597.5,122.75,11.89,2.257,0.6601,1815.16,0.239,0.1712,0.2595,12.94,3.41,83818.28,0.5179367627597489
2025-04-05,83503.37,1805.19,2.143,592.82,120.26,12.04,2.216,0.6546,1804.29,0.2374,0.1689,0.2524,12.84,3.258,83428.22,0.4802473028045702
2025-04-06,78365.57,1579.65,1.921,555.25,105.83,10.26,1.92,0.5732,1576.81,0.2301,0.1492,0.2261,11.28,2.917,78177.49,0.41901456763899936
2025-04-07,79143.06,1552.42,1.898,554.48,106.94,11.49,2.018,0.586,1549.47,0.2287,0.1495,0.232,11.45,3.105,79040.17,0.3310785551937854
2025-04-08,76255.1,1472.15,1.795,553.15,105.36,11.24,1.928,0.5579,1470.83,0.2306,0.1421,0.221,10.91,2.976,76194.1,0.4068807707682446
2025-04-09,82587.03,1669.0,2.052,582.32,119.04,13.58,2.221,0.6312,1666.33,0.2385,0.1603,0.2422,12.65,3.154,82545.74,0.4405990535859474
2025-04-10,79554.96,1521.51,1.965,577.73,112.76,14.17,2.112,0.6092,1520.29,0.2364,0.1535,0.2302,12.07,2.914,79554.96,0.43881982004042475
2025-04-11,83386.0,1566.02,2.022,585.79,121.36,15.71,2.188,0.6238,1565.08,0.243,0.16,0.2338,12.64,2.926,83344.31,0.45381825135641574
2025-04-12,85272.12,1643.84,2.159,597.16,132.23,16.33,2.346,0.6593,1642.85,0.246,0.1676,0.2462,13.15,2.983,85263.59,0.39854379899149683
2025-04-13,83730.92,1597.18,2.119,584.11,128.31,15.4,2.232,0.6377,1596.22,0.2546,0.1625,0.238,12.62,2.818,83730.92,0.5218313979723381
2025-04-14,84575.75,1623.79,2.127,584.42,129.38,15.73,2.193,0.6351,1622.49,0.2521,0.1585,0.2399,12.63,2.883,84516.55,0.5292924570710995
2025-04-15,83638.17,1588.7,2.084,579.53,126.09,15.07,2.088,0.6092,1587.91,0.2505,0.1536,0.2355,12.23,2.856,83621.44,0.5357621968013442
2025-04-16,84029.4,1577.24,2.083,582.74,131.32,15.79,2.055,0.6107,1575.98,0.2476,0.1547,0.2358,12.36,2.892,84029.4,0.5730505279962788
2025-04-17,84943.42,1583.68,2.067,590.53,134.84,17.15,2.123,0.6167,1582.41,0.2478,0.1559,0.2394,12.53,2.94,84926.43,0.5981009895831144
2025-04-18,84459.96,1588.56,2.062,591.73,134.05,17.09,2.12,0.6273,1587.61,0.2398,0.1576,0.24,12.56,2.999,84434.62,0.610295190797071
2025-04-19,85061.54,1612.74,2.087,591.6,139.86,18.1,2.155,0.628,1611.45,0.244,0.1573,0.2461,12.93,2.97,85036.02,0.5717714680248054
2025-04-20,85167.14,1587.31,2.078,592.76,137.86,17.62,2.113,0.62,1586.2,0.2438,0.1553,0.2435,13.28,2.993,85133.07,0.5963448858816052
2025-04-21,87515.57,1579.7,2.085,597.38,136.57,18.22,2.196,0.6242,1578.91,0.2463,0.1594,0.2502,13.1,2.892,87498.07,0.6914461107053569
2025-04-22,93483.3,1757.04,2.215,618.86,148.84,19.21,2.669,0.6794,1755.99,0.2482,0.1787,0.2652,14.14,3.084,93427.21,0.7597171130131057
2025-04-23,93729.23,1795.87,2.219,605.96,151.17,18.48,2.968,0.6979,1793.89,0.2462,0.1787,0.2665,15.02,3.181,93682.37,0.8403764443450756
2025-04-24,94022.48,1770.44,2.206,601.84,152.59,18.79,3.347,0.7221,1768.32,0.2454,0.1826,0.2811,15.06,3.193,93966.07,0.8158156605235164
2025-04-25,94711.24,1785.94,2.183,600.37,150.92,18.41,3.52,0.714,1783.98,0.2419,0.1818,0.2837,14.93,3.2,94644.94,0.7673354195105874
2025-04-26,94663.66,1821.45,2.192,607.36,149.28,17.92,3.52,0.7073,1819.26,0.252,0.182,0.2908,14.87,3.344,94616.33,0.7620460735056049
2025-04-27,93777.44,1791.85,2.253,603.74,148.04,17.38,3.559,0.7035,1789.16,0.2454,0.1794,0.2843,14.56,3.275,93730.55,0.7658323191200397
2025-04-28,95035.06,1800.19,2.295,606.42,147.88,18.67,3.527,0.7057,1798.93,0.2482,0.1791,0.2825,15.02,3.274,94978.04,0.8215418950435871
2025-04-29,94274.16,1798.47,2.239,600.9,146.35,18.61,3.534,0.6961,1796.67,0.2438,0.1747,0.2778,14.61,3.189,94227.02,0.7379186635578462
2025-04-30,94186.14,1793.83,2.191,599.87,147.57,20.02,3.507,0.6818,1792.57,0.2464,0.1723,0.2711,14.3,3.171,94148.47,0.8153961795308768
2025-05-01,96519.31,1838.83,2.213,600.06,150.9,19.95,3.552,0.7053,1838.09,0.2447,0.1807,0.2737,14.75,3.212,96480.7,0.8084957846019274
2025-05-02,96925.07,1842.84,2.21,601.13,148.09,20.82,3.427,0.6985,1842.1,0.2478,0.1816,0.2747,14.66,3.173,96895.99,0.7881517311045564
2025-05-03,95903.14,1833.95,2.188,599.59,146.76,20.97,3.335,0.7,1832.67,0.2456,0.1758,0.2692,14.25,3.09,95874.37,0.738546512341548
2025-05-04,94394.09,1809.0,2.157,586.56,143.99,19.96,3.275,0.6766,1807.91,0.2471,0.1705,0.2655,13.86,3.022,94375.21,0.6568036787482595
2025-05-05,94767.95,1820.05,2.131,597.7,146.67,20.31,3.422,0.6625,1818.78,0.2483,0.1706,0.2584,13.64,2.962,94749.0,0.6989622079463552
2025-05-06,96835.87,1816.98,2.155,602.71,146.88,20.96,3.345,0.6787,1815.34,0.2459,0.1722,0.2628,13.82,3.015,96777.77,0.7036281063057754
2025-05-07,97052.27,1811.34,2.127,602.89,147.36,21.05,3.332,0.6715,1809.53,0.2486,0.172,0.2603,13.82,3.019,97013.45,0.6401300613187227
2025-05-08,103259.0,2207.19,2.327,629.16,164.44,23.31,4.033,0.7694,2204.1,0.2571,0.1982,0.2912,15.88,3.208,103238.35,0.576376122715542
2025-05-09,102982.3,2345.32,2.344,666.81,172.8,24.62,3.952,0.7774,2342.27,0.2602,0.2053,0.2953,16.02,3.286,102951.41,0.5605868877510356
2025-05-10,104814.08,2583.77,2.471,664.0,177.93,26.27,4.123,0.841,2580.93,0.2662,0.2507,0.3216,17.33,3.514,104751.19,0.6450379640155052
2025-05-11,104124.02,2514.75,2.368,650.98,173.23,24.87,4.018,0.8052,2512.24,0.2651,0.2318,0.3063,17.1,3.411,104082.37,0.633058396447325
2025-05-12,102802.44,2495.56,2.544,660.2,174.22,24.83,3.964,0.8172,2492.81,0.2717,0.231,0.3126,16.74,3.36,102771.6,0.5589012487914197
2025-05-13,104136.59,2680.04,2.583,664.39,183.77,25.79,4.065,0.8302,2677.63,0.2708,0.2408,0.3141,17.39,3.396,104105.35,0.5476140955871225
2025-05-14,103543.76,2610.07,2.551,652.64,176.68,25.23,3.916,0.7988,2607.72,0.2747,0.2328,0.3038,17.02,3.249,103512.7,0.534977917099739
2025-05-15,103787.64,2549.0,2.386,651.89,169.17,26.17,3.848,0.7624,2546.45,0.2732,0.2194,0.2932,16.05,3.067,103725.37,0.4011335849526604
2025-05-16,103499.6,2537.78,2.381,646.56,167.48,26.82,3.781,0.759,2535.5,0.2717,0.2212,0.2931,15.77,3.101,103447.85,0.39941884162676977
2025-05-17,103159.32,2476.16,2.354,639.79,166.02,25.91,3.804,0.7431,2474.43,0.2696,0.2146,0.2866,15.33,3.074,103087.11,0.3888721151163358
2025-05-18,106488.62,2498.72,2.429,651.71,173.38,27.12,3.945,0.76,2496.72,0.268,0.2332,0.2926,15.88,3.14,106360.83,0.42468243335700673
2025-05-19,105618.19,2528.66,2.381,649.97,166.88,26.52,3.839,0.7427,2526.89,0.2667,0.2245,0.2867,15.79,3.03,105491.45,0.518130238104274
2025-05-20,106875.88,2525.1,2.357,650.34,168.64,26.53,3.855,0.7461,2523.58,0.2691,0.2264,0.2877,15.7,3.087,106747.63,0.5754584895816619
2025-05-21,109699.86,2552.21,2.396,673.02,173.61,28.32,3.932,0.7694,2550.68,0.2683,0.2341,0.2933,16.11,3.1,109480.46,0.5630140550539204
2025-05-22,111722.11,2665.1,2.431,686.76,179.72,33.41,3.89,0.8092,2662.97,0.2759,0.2456,0.3043,16.74,3.175,111487.49,0.5086877596168369
2025-05-23,107332.91,2526.9,2.297,657.2,174.03,33.06,3.582,0.7474,2525.38,0.2687,0.2252,0.2852,15.54,2.977,107204.11,0.6383557497793299
2025-05-24,107779.46,2530.92,2.331,668.02,175.96,34.76,3.626,0.747,2528.9,0.2703,0.2252,0.286,15.35,3.032,107650.12,0.6423166714800542
2025-05-25,109041.44,2552.23,2.343,669.73,175.81,39.06,3.602,0.7602,2550.44,0.2723,0.225,0.2878,15.54,2.994,108888.78,0.6440131360757015
2025-05-26,109461.24,2564.47,2.311,674.39,174.98,37.12,3.491,0.7603,2563.19,0.2739,0.2261,0.2858,15.54,2.969,109318.94,0.6438068817202014
2025-05-27,108975.95,2662.0,2.318,687.09,176.8,35.75,3.675,0.7586,2660.14,0.2779,0.2261,0.2873,15.91,3.011,108845.18,0.6547111197585942
2025-05-28,107821.11,2682.1,2.275,687.14,172.28,34.29,3.607,0.7478,2680.49,0.2738,0.2209,0.2854,15.69,3.325,107691.72,0.6484930991623971
